numero,link,tribunal,tipo_participacao,nome_parte
0116255-35.2019.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010010Z7H0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0104716-72.2019.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=0100104OB0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Coca Cola Indústrias Ltda
0175273-21.2018.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01000YO120000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Norsa Refrigerantes Ltda. (Coca-Cola)
0185353-49.2015.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=01000GUMU0000&processo.foro=1&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1&paginaConsulta=1,https://esaj.tjce.jus.br,Requerido,Solar Br (coca-cola)
0846998-60.2014.8.06.0001,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=010008ALM0000&processo.foro=1&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca Cola
0000297-92.2018.8.06.0079,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=27000009D0000&processo.foro=79&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca Cola Indústrias Ltda.
0051343-49.2021.8.06.0101,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=2T00009XQ0000&processo.foro=101&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola Indústrias Ltda.
0036047-66.2012.8.06.0112,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=34Z1ZGSEN0000&processo.foro=112&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola Brasil (coca-cola Company)
0004041-32.2014.8.06.0113,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=35Z2BCRT50000&processo.foro=113&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola (Norsa Refrigerantes)
0051534-52.2021.8.06.0115,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=3700008910000&processo.foro=115&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0001459-71.2000.8.06.0203,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=5NZ00014J0000&processo.foro=203&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,COCA-COLA INDUSTRIAS LTDA
0201179-45.2023.8.06.0160,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=4G00008NU0000&processo.foro=160&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0201403-17.2022.8.06.0160,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=4G00007GT0000&processo.foro=160&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
0051091-63.2021.8.06.0160,https://esaj.tjce.jus.br/cpopg/show.do?processo.codigo=4G00005QI0000&processo.foro=160&paginaConsulta=2&conversationId=&cbPesquisa=NMPARTE&dadosConsulta.valorConsulta=Coca+Cola&cdForo=-1,https://esaj.tjce.jus.br,Requerido,Coca-cola Industria Ltda
